S,"waan fiicanahay walaal ,dhankagaa waa lakala mashquulee?"
J,"sidoo kale waan fiicanahay aniguna ,"
S,maxaad ku mashquushay niyoow ma ganacsi baad ku biirtay war iga sii?
J,haa waxaan bilaabay  inaan gaadiidka aan kala gadgado sida gawaadhida oo kale.
S,ka waran marka faaiidada kaso galaysa ka ganacsiga gaadiidka ?
J,"wuu fiican yahay niyoow ilaahay waa ii barakeeyay ee ka waran bal maku soo biiri lahayd ganacsigaas ,maxaad ii waydiisay?"
S,"waan ku soo biiri doona balse hadda maaha , waxaan ku waydiin rabay bal ka waran maadaama aad ka shaqayso ka ganacsiga gaadiidka ,"
J,waxaan rabay inan iibsado gaari ee adi warbixin iga sii maxaan ku doortaa gaadhiga aan iibsanayo?
S,"niyoow wax yaabo badan oo aad ku dooran karto waa jiraan laakiin anigu waxaan kugula talin lahaa inaad ku doorato,"
J,"sida nooca gaariga,xawaarihiisa,shidaalka inta ku baxaysa siday u kala dhowris ogyihiin ,"
S,taayirradiisuna(shaagag) ay awoodaan inay meel walba maraan sida bacaadka iyo laamiga intaba.
J,Haa haye saaxiib taladaada waan  qaatay .
S,taayirradiisuna(shaagag) ay awoodaan inay meel walba maraan sida bacaadka iyo laamiga intaba.
J,Haa haye saaxiib taladaada waan  qaatay .
S,Kawaran socod malmeedkaaga maxaa kusafartaa?
J,waxan ku safraa badanaa baska(Hoomeey) marmarka qaarna waxan raacaa mooto.bal adigana kawaran mxaa raacdaa 
S,Anigu badanaa waxan raacaa sidoo kle bas waaba nolosha caadiga ah lee magaarada lagu safro badanaa
J,Waxaa jira dhibaatooyin badan oo kajira dhanka daadiidka bal kawaran maku qabtaa dhibaato raacida baska
S,"waan ku qabaa dhibaatooyin sida wadooyinka iska xerma , jaamka wadooyinka iyo waxii lahadmaada.Adiduna "
J,haa weey jiraan waayo magaalada waa iska jaam badan tahay hadana lama helo basaska qaaar inta aad sugaysid baa waqti kuugu qaadanayso
S,waayo mar marka qaar waay dhacdaa sidas dhibaatadas baa ihaysata anigu 
J,waxan degenahay meel fog sidas oowgeeda baa udhararaa helitanka baska .  
S,"Anigu waxan degenahay meel aan sidas ufogayn lakinse waxaa idhiba jaam fara badan waxaa malin kasta galaa jaam,"
J,"subax horadii waa iska caadi lakinse marka aan jaamacada ka soo laabto baa jaam soo galaa kaas baa ladhibanahay,"
S,Anigu waayo waa xili aan daalanahay oo aan tamar hayn.
J,haa waa waxa magaalada kajira jaamka 
S,Maxaa loogu bixi karaa baad isledahay jaamka faraha badan ee magaalada kajira? 
J,"waa laga bixi karaa baa isleyahay in lasameyo samaafaraha wadooyinka kaabaa kala hoynkara gawaarida,"
S,"jaamka badan baa yaraanayo waayo gawaarida hada waay isku dhaxyacsan yihiin inta badan hada ,"
J,"marka hadii lahelo hagaha gawaarida ama samaafaraha wxaa sifud  loogu hortaki karaa socodka gawaarida,"
S,Gaawaarida safbay kusoconayan lama arkayn gawaari seedkooda qalmaayo waayo waxay lasocayan samaafaraha.
J,"haa dhab ahaantii waa kuugu racsanahy fikirkaas waa wax jira hadeer waayo uma kala socna wadooyinka io seedkooda,"
S,"Haba ugu darnaadanee bajaajyada ayagaa ugu badan waxa dadka dhiba oo lagamari la,ayahay wadooyinka."
J,waaa runtaa bajaajyadu maraacaan seedkooda waxay mar walba sameyan inay horcararan gawaarida waaweyn.
S,xaqiiq weeye taas waana kuwa ugu badan ee shilanka gala badanaa .
J,haa waxa sababana waa ciriiri kalkooda faraha badan .
S,Adigu baraacdaa badanaa mootooyinka ?
J,"maya mar mar uun baa raacaa waxan ubadanahay raacista basaska(Hoomeeyda) ama gawaarida dad weynaha sida utaqaananba,"
S,Adiguna kawaran maxaa badanaa raacdaa ?
J,Sidoo kle waxan badanaa raacaa gawaarida dad weynaha(Hoomeey).
S,Haa waa waxa ugu badan ee dadka badanaa ku safraan.
J,Socodka lugta kawaran ma lugaysaa adigu?
S,Haa wan jeclahay inaan lugeeyo  adiga waana lugeeyaa mar marka qaar
J,maxaa ku jeceshahay lugenta ama socodka ?
S,waayo waa caafimaad lugta inta aad socon kartid waa la socdaa.
J,waa  runtaa anigu xitaa wan socdaa inta badan waxanba jeclahay socodka lugta. 
S,Dhulka lug maku soo martay waligaa meelaha dalxiiska camal?
J,haa meela qaar waan aadaa u haba ku badanaa laakinse meelaha dalxiisyada lug kuma aado. 
S,Aniga waxan badanaa ku aadaa lug meelaha miiga.
J,wax ma iga sheegi kartaa miiga safarkaagii ku sabsanaa? 
S,"haaa wan kaaga sheegi karaa wuxuu ahaa safar aad u qurux badan oo aan ku soo arkay dal iyo dad wanaagsan intana ,"
J,"haba ugu badnaadaanee xoolaha nocyagooda kala kuwan sida ariga,looda,dameeraha nocyadooda kala duwan,"
S,Adigu socod maku aaday waligaa miyiga?
J,"haa wan ku aaday lug aniga waxaana aad ugu helaa inaan socod lug ah ku maro meel kasta laakinse,"
S,waqtiga ayaa iisamaxayn mooyaane waxan jeclahay inaan meelkasta lug ku tago.
J,ee adigu  safar socod ah wali meel maku tagtay?
S,"Anigu waxaan safar ku tagay maalin xeebta allah maxay tahay meel qurux badan ,"
J,"waxaanba jeclahay udgoonka ama carafta kasoo baxda badda waa wax aad uqurux badan xeebtu,"
S,Bal adigu kawan ma jeceshahay inaad aado safar dhanka badda ah?
J,"Haa waan jeclahay aadna waan uxiiseynayaa inaan aado badda waa meelaha ugu quruxda badan,"
S,"Ee lagu socdo aroorta hare aad iyo aadbay u wanagsan tahay in lagu socdo xeebaha,"
J,"waxay aad ugu fiican tahay dadka qaba sokorta oo kale dadkas socodka baa u dawo  ah,"
S,Waayo waa dad xanuun qaba marka socodka waa umihiim dadkaasoo kale.
J,Haa waa caafimaad socodka waana muhiin inlasocdo dadka qaar dhaqtar baa u qorada socodka.
S,maxaa kuugu yaab badan marka aad socodkaaga lugta ah ku jirtid?
J,Waxaa igula yaab badnaa malin aan miyiga joogay waayo waxaa lakulmay xeyawaayo kala duwan.
S,Aniga ahaana waxaan aad ujeclahy inaan socod ku maro meelahas oo kle miyiga waa meel aad umuhiim ah.
J,Adiga ma jirtaa meel qaas ah oo aad u xiisaysid inaad socod ku martid?
S,"Haa weey jirtaa waxan jeclahay inaan socod ku aado meelo fara badan sida,"
J,"Buuraha, xeebaha iyo miyiga intiisa laga duwan waxyaabaha aan ku jeclahayna waxaa kamida xayawaanada intooda kala duwan."
S,assalaamu calaykum 
J,wacalaykumassalaam
S,ii waran saaxiib xaaladaada caafimaad iiga waran?
J,"waan fiicanahay anigu alxamdulillaah, adiga dhankaaga ka waran?"
S,anigana sidoo kale alxamdulillaah.
J,"ka waran saaxiib maanta waxaan  rabay in aan ku safarno gaadiidka noociisa ah tareen,"
S,bal ka waran fikirkaas hore ma u qabtay ku safridda tareenka.
J,"saaxiib waa go,aan fiican  ku safridda tareenka ,ee ma kan dhulka hostiisa maraa mise waa kan  kale"
S,maya waa kan kale ee dhulka korkiisa mara.
J,waa arrin fiican markaas aan ku safarno.
S,haye ka waran safarka tareenka sidee ayuu kula yahay
J,socodka wax muhiimad ah miyuu u leeyahay dadka?
S,haa wax yaabo badan ayuu ku fiicanyahay .
S,maxaa ka mida waxyaabaha uu ku fiicanyahay ?yuuse u fiican yahay qaasatan dadkee ?
J,"waxaa uu u fiicanyahay caafimaadka ,lafaha oo kuu kala baxa , "
S,"dadaka oo dhan wuu u fiican yahay laakiin qaasatan wuxuu u fiican yahay dadakan soo socda sida dumarka uurka leh oo kale oo waliba xaamilooyinka ah oo ku jira bilohoodii u danbeeyay,"
J,"ilmaha socod baradka xitaa  markii la socodsiiyo lafaha way u adkaadaan socodkana way ku adkeeyaan,"
S,"dadka waayeelka xitaa wuu u fiican yahay sidoo kale ,run ahaantii lama soo koobi karo wax yaabaha uu ku fiicanyahay socodka, marka intaas ayaan kusoo koobaya."
J,haa wax lasoo koobi karo ma ahan waxaa jira wax yaabo badan uu muhiim uyahay sokodka.
S,hadii ku soo laabto gaadiidka waligaa maraacday gaari geelka ama geel caadiya yarantaada maracday?
J,Haa wan raacay gaari geel waagii aan yaraa baa raaci jiray wax aan ka jeclaa majiro waa iska jeclaanaysa inaa iska sarnaato
