Suaal,Aabe hooyo lacag ma hayo ayee tiri; ee lacag aan ku aado magaalka ma isiin kartaa?
Jawaab,Haye imisa ayaan ku siiyaa ood ubaahan tahay?
Suaal,Waxaan rabaa 50 doollar oo lacag ah.
Jawaab,Bisinka aniga 50 dollar kuuma hayo; ee 30 doollar hoo.
Suaal,Waryaa edeb laawe maxaad usoo daahday?
Jawaab,Aabe waxaan kusoo daahay suuqa asxaabtayda ayaan la baashaa layay.
Suaal,Oo maxaa sameenayseen?
Jawaab,waxaan ciyaaraynay ciyaarta geemka ee kombuyuutarka.
Suaal,"Xaafada dalxiis ayee aadaysaa adiga nama raacaysd sidaa u ogoow, yaa soo daah ku dhahay?"
Jawaab,Aabe saas ha dhihin mar danbe uma noqonaaye ee kaligay ha iga tagina.
Suaal,Ma hubtaa inaad mar danbe baashaal waqti ku dhumineynin?
Jawaab,Haa aabe macaan waa balan inaan baashaal waqtigayga ku dhumin.
Suaal,Waxaan maqlay walaalkaa inuu shirkad dalxiis leeyahay?
Jawaab,Haa waa run sanadkaan ayuu furtay xarun dalxiis oo wadamo kala duwan dadka geysa.
Suaal,Oo dad badan miyaa dalxiis aada wadankeena?
Jawaab,Haa ninkii lacag heysta wuu aadi karaa ee xiiseenaya.
Suaal,Marka wadamada la tagi karo waa kuwee hadaan wato baasaboorka Soomaaliga ah?
Jawaab,"Wadamada aad aadi karto waa kooban yihiin waxaa ka mid ah kenya, Itoobiya, Turkiga iyo Jabuuti."
Suaal,Yaa ugu qaalisan in la aado wadamadaan?
Jawaab,Waxaa ugu qaalisan uguna adag waa wadanka Turkiga.
Suaal,Soo bixitaanka Fiisaha Turkiga intee la'eg ayuu qaataa?
Jawaab,"Wallaahi ma ogi, laakiin waa nasiib dadka qaar waxay ka qaadataa usbuuc dadka qaarna waa bil iyo xoogaa."
Suaal,Kawaran wadamada kale sida kenya?
Jawaab,Kenya oo kale ma adka fiisaha waxaa lagaa siin doonaa garoonka diyaaradaha ee nayroobi.
Suaal,"Haa, haye Itoobiya iyo Jabuutina?"
Jawaab,Itoobiya iyo Jabuuti xoogaa waa adag yihiin waqti yar la sugaa.
Suaal,Adiga wadankee dalxiisa u aaday?
Jawaab,"Aniga waxaan ahay nin dalxiis jecel waxaan dalxiis u aaday Jabuuti, Itoobiya iyo Kenya."
Suaal,"Maashaa Allaah, saaxiib nin dalmar ayaa tahay; marka Jabuuti kawaran waa sidee cimilada iyo dadka?"
Jawaab,Saaxiib Jabuuti waa kuleel laakiin qofkii la qabsada waa meel horumarsan.
Suaal,See camal Jabuuti soo afrika kuma taalo maxaa u leedahay wee horumarsan tahay?
Jawaab,Waxaa sidaa u leeyahay Jabuuti dadka jooga waxay ku wada hadlaan af faransiis.
Suaal,"Saaxiib, luuqad cilmi ma aha, sida kale luuqad shisheeye ha ii amaanin hada maxaa kuu qorshaysan inaa dalxiis u aadid sanadka soo socda?"
Jawaab,Walaal sanadka soo socda waan iska joogaa sababtoo ah waxaan daawan rabaa tartamada ciyaaraha Kubada Cagta ee gobolka Banaadir.
Suaal,Haa niyahoow anigaba waan jeclahay inaan daawado sidoo kale ma daawatid miyaa Ciyaaraha kubada cagta ee Maamul gobaleedka loo qabto?
Jawaab,Haa saaxiib waan daawadaa laakiin aad uma xiiseeyo sababtoo ah markasta oo la qabto dagaal ayaa ka dhaca garoonka.
Suaal,Haa dhib malaha een saaxiib sanadkaan kan ku xiga dalxiis ma aadaysaa saaxiib?
Jawaab,Saaxiib sanadkaan kan ku xiga  dalxiis waan aadayaa laakiin dalxiis ma aadi doono kaligeey.
Suaal,Maxaa dhacay yaa ku raaci doono?
Jawaab,Waxaa i raaci doonta gacalisadayda Ayaan oo aan guursan doono sanadka soo socda haduu Alle idmo.
Suaal,"Maashaa Allaah, saaxiib nin waawayn ka ku biiray ayaa tahay Allah kuu barakeeyo, halkee kuu qorshaysan inaa aado?"
Jawaab,Saaxiib waxaa ii qorshaysan inaan aado Turkiga oo aan xaaskayga soo baashaal siiyo.
Suaal,Saaxiib walaalkaa ma i bari kartaa si'aan anigana dalxiis u aado?
Jawaab,Haa waan ku bari karaa .
Suaal,Goorma ayaad rabtaa inaa dalxiis aaddo?
Jawaab,Waxaan rabaa inaan aado bisha soo socota.
Suaal,Halkee ayaa u aadaysaa dalxiis?
Jawaab,Waxaan aadayaa Kenya.
Suaal,Ma taqaanaa inta igu kacaysa lacag ahaan?
Jawaab,Haa saaxiib 500 oo doollar ah ayaa kugu baxaysa.
Suaal,Halkee ku dagayaa markaan tago kenya ani dad kama aqaano?
Jawaab,Taas haka walwelin safarka iyo Hoteelka waxaa qaadi doono shirkada walaalkay waa xidhmo isla  socota.
Suaal,"Maashaa Allaah, waa si wanaagsan Marka waxaan ubaahanahay qof isoo tusa magaalada Nayroobi  ma taqaanaa qof ku fiican aritnaas?"
Jawaab,Haa waan aqaanaa wiil aan saaxiibo nahay ayaa ka shaqeeya inuu dadka soo  tuso magaalada.
Suaal,Saaxiib lambarkiisa isii si aan ula xiriiro qaali miyaa in aan kiraysto isaga?
Jawaab,"Maya saaaxiib waa raqiis, oo dad badan ayuu qaadaa halkii mar."
Suaal,Marka aad tagayso dalxiiska ma waxaad jeceshahay inaad kaligaa u baxdo mise in lagu raaco?
Jawaab,Waxaan jeclahay in la i raaco.
Suaal,Yaad jeceshahay inuu kuu raaco dalxiiska?
Jawaab,Qoyskayaga ama saaxiibaday kolba kaan helo waan jeclahay inaan la dalxiiso
Suaal,Inta aad safarka kusii jirto maxaad jeceshahay inaad isku mashquuliso?
Jawaab,Waxaan aad u jeclahay inaan wax iska sii akhristo.
Suaal,Kawaran hadii uu kaa caajiso qofka aad wada safarteen?
Jawaab,Waxaan isku dayi inaan fikrad guud kasiiyo buuga aan akhrinaayo si hadii uu ka helo isaguna uu usii akhristo inta aan safarka sii saaranahay.
Suaal,Marka aad dalxiisayso ma waxaad xiisaysaa inaad dhulka marto mise inaad diyaarad raacdo? 
Jawaab,Waxaan jeclahay midka dhulka lagu safrayo.
Suaal,Maxaad ku jeclaatay dalxiiska dhulka?
Jawaab,waxaan uga helaa sababtoo ah waxaan sii marayaa dhulka dad kala duwan ayaan kala kulmi doonaa meelo kala duwan ayaan soo arkayaa. 
Suaal,Midkee ayaad isleedahay wuu cabsi badanyahay?
Jawaab,Safarka dhulka balse waa midka aan anigu jeclahay.
Suaal,Meelahee ayaad jeceshahay inaad ku dalxiisto?
Jawaab,Way badan yihiin balse adiga su'aashaadu waa qaabkee?
Suaal,Tusaale ahaan ma meelaha kaymaha mise beerta?
Jawaab,Labadaba aad ayaan ujeclahay balse hadii mid un lay odhan lahaa waxaan dooran lahaa kaymaha.
Suaal,Sanadkii ilaa imisa jeer ayaad dalxiis ubaxdaa?
Jawaab,Halmar ilaa labo jeer ayaan tagaa dalxiiska sanadkiiba.
Suaal,Maadaama ood aad u jeceshahay maxaad uga badsan wayday?
Jawaab,Marba wax ayaa kuu sababi kara inaad u bixiwaydo dalxiiska adiga oo jecel.
Suaal,Maxaa kamid ah sababahaas?
Jawaab,Wakhtiyada qaar waxaa lagayaabaa in aad waydo firaaqo ama kharashkii aad ku Bixi lahayd .
Suaal,Ma waxaad jeceshahay inaad kolba meel cusub aad tagto mise inaad meel aad horay utagtay ood soo jeclaatay aad tagtid?
Jawaab,"Maya, waxaan jeclahay inaan kolba meel cusub tago si aan u soo arko waayo aragnimo hor leh."
Suaal,Ilaa imisa wadan ayaad u dalxiistay?
Jawaab,Ilaa dhawr wadan ayaan tagay 
Suaal,Dalxiiskaagii udanbeeyay halkee ayuu ahaa?
Jawaab,Waxaan u dalxiisay Maldives 
Suaal,Dalxiiskaasi mid ku cajabiya miyuu ahaa mise mid caajis badan ayuu ahaa?
Jawaab,Runtii wuxuu ahaa mid aan aad ula tacajibay oon jeclaystay inaan marar badan ku noqdo
Suaal,Kharash intee la eg ayaa kaaga baxay
Jawaab,Aad ayuu ubadnaa balse hada iima xisaabsana inaan dib usoo xisaabiyo mooyaane
Suaal,Dalxiisyadii hore intii kaaga baxday iyo midkii udanbeeyay keebaa badnaa?
Jawaab,Midkii ugu danbeeyay ayaa badnaa sababta oo ah meeshaas waxbadan oo aad jeclaysanayso ayaa yaalla marka kharaskeedu wuu badnaanayaa
Suaal,Hadii aan hada ku dhaho waxaan rabaa inaan dalxiiso lacag badana ma haysto maxaad igula talin lahayd?
Jawaab,Waxaan kugula talin lahaa inaad sugto inta aad lacag ka helayso.
Suaal,Waa goorma wakhtiga ugu horeeya eed isleedahay aad dalxiistid?
Jawaab,Waxaan rajaynayaa fasaxa iigu soo horeeya een ka helo dhanka shaqada 
Suaal,Ilaa wakhti intee la eg ayaad isleedahay way kugu qaadan kartaa inaad nala sii joogto?
Jawaab,Waxay noqon kartaa ilaa 3bilood kadib InshaAllah 
Suaal,"Dhawaan waxa ku fikiraaye inaan aado buuraha, ma jecashay buuraha ?"
Jawaab,Haa aad iyo aad balse ma ii suurto galin in aan aaddo.
Suaal,Maxey kuugu suurto gali waysay in aado.
Jawaab,Maxa yeelay waxa aan heli waaye qarash aan ku baxo.
Suaal,ma ogid miya in wadankeenu uu leeyahay buuro fara badan?
Jawaab,Haa waan ogahay inu dalkeenu uu leeyahay buuro fara badan oo qurux badan balse maanan booqan weli.
Suaal,Ma  jeclaan lahayed in aan isla aadno dalxiis wadanka gudihiisa?
Jawaab,Haa  waan jeclaan lahaa inaan dalxiis kula aado .
Suaal,Sidee baa u aragta in fasaxa aan dalxiis aadno?
Jawaab,Waa fikirad qurux badan balse xageyn aaddna?
Suaal,Waxa aan booqasho u aadayna buurta Golis.
Jawaab,Waa aragti fiican balse wax ila haboon in aadno buurto Surad maxa yeelay waaxaan maqalay inay tahay Buurta ugu dheer Sooamliya.
Suaal,Buurta Surad xagee dhacdaa?
Jawaab,Buurta Surud waxay dhacdaa Waqooyiga Soomaaliya.
Suaal,Ma jiraa buuro kale oo aad aadday?
Jawaab,Haa wey jiraan buuro kale oo aan aaday.
Suaal,Maxa ka mid ah buuraha aad aadday?
Jawaab,Waxa ka mid ah buurta Kalmanjaaro iyo buurta Himalaaya
Suaal,Buurtee kuugu dambeyasay aad booqato?
Jawaab,Waxa igu danbaysay buurta Kalamanjaaro oo ku taala dalka Tansaaniya
Suaal,Buuraha marka aad joogtid maxa ugu xiisa badan ?
Jawaab,Waxa uga xiisaha badan waxa waaye aragtida quruxda badan iyo qaadashada hawo nadiif ah.
Suaal,Ma jecashahay inaad fuusho buuraha?
Jawaab,Haa waan jecelahay inaa fuulo buuraha.
Suaal,Buuraha maxa ku fuusha? lugta mise qalab gaar ah u adeegsataa?
Jawaab,Waxaan ku fuula lugta balse meelaha qaar waxa adeegsadaa qalab.
Suaal,Maxa aad ka baratay safarada buuraha?
Jawaab,Waxa aan ka bartay dulqaad iyo xoog.
Suaal,Ma jiraan wax aad cabsi ka qabto marka aad buurta fuulaysid?
Jawaab,Haa waxa aan ka baqa in aan si lama filaan ah u dhaco.
Suaal,Hagaag ma jiraan meelo kale oo aad jecshay inaad u dalxiis tagto? 
Jawaab,Haa waxaan jeclahay inan ku dalxiiso gudaha caasimadda.
Suaal,Caasimadda waxay leedahay meelo qurux badan loo dalxiiso xage xiisaysaa inaad aaddo?
Jawaab,Waxaan jecelahay inaan aado badda Liido.
Suaal,Ma tahay qof ku fiican dabaasha?
Jawaab,Maya dabaasha iskuma fiicnin.
Suaal,Sidee macquul ku tahay adigoo ku nool Muqdisho inaadan aqoon dabaasha.
Jawaab,Maxa yeelay waxa ka imaaday gobolka Baay oo muqdisho kuma dhalan.
Suaal,Adiga ma taqaana dabaasha maadama aad joogtid Muqdisho?
Jawaab,Haa si fiican ayaan u aqaana dabaasha .
Suaal,Maxuu ahaa waxii kugu yaabka badanaa oo kugu dhacay inta aad dabaalaneysay?
Jawaab,Mar ayaan ku dhacay mool weyn waana dhiman gaaray .
Suaal,Sidee ku badbaaday?
Jawaab,Waxa i badbaadiyey nin meesha ku dabaalanaayey.
Suaal,Oo sidee kugu arkay ninka?
Jawaab,Waxan u taagay gacan aniga oo ka wado ii caawi.
Suaal,Kadibna sidee ayuu laguu badbaadiyay?
Jawaab,Wuu iga soo saaray godka oo banaanka ayuu ikeenay.
Suaal,Siduu ahaa dareenkaaga kadib marka badda lagaa soo saaray?
Jawaab,"Aad ayaan u farxay kadibna ninka ayaan u mahadceliyey, waxaana go'aansadey inaan badda meel dheer aan aadin."
Suaal,Maxuu ahaa waxii ugu xiisaha badnaa aad sameysay inti aad badda aadaysay?
Jawaab,Waxu ahaa inaan mar soo dabtay malaay.
Suaal,Siduu ahaa dareynkaaga marka aad malaayga soo qabatay?
Jawaab,Aad ayaan u farxay waxay aheyd tijaabo cajiib ah oo aan hilmaami doonin.
Suaal,Badda Liido maxay ugu duwantahay baddaha kale?
Jawaab,Maxa yeelay waxa isku imaada dadka oo dhan.
Suaal,Ma qorsheynaysa inaad mar kale tagto badda liido?
Jawaab,"Haa dabcan , mar kale ayaana tagi doona  haddii uu Rabbi idmo."
Suaal,Dooman lagu dalxiiso ma yaalaan liido?
Jawaab,Haa wee yaalaan waana raqiis.
Suaal,Saaxiib waa imisa aan sii diyaarsado qarashka?
Jawaab,Saaxiib waa saddax doollar qofkii aad qaali uma aha
Suaal,Weligaa Soomaaliya meel ka mid ah ma u dalxiistay?
Jawaab,Haa waxaan dalxiis u aaday Boosaaso.
Suaal,Maxaa boosaaso kusoo aragtay marka aad dalxiis u aaday?
Jawaab,Waxaan kusoo arkay dad soo dhawayn fiican.
Suaal,Kawaran badda cas ee Boosaaso dabaal ma  u aadday?
Jawaab,Haa waan u aaday in kastoo ay kuleel tahay cimilada magaalada.
Suaal,Maxaa kale ayaad kasoo qabatay Boosaaso?
Jawaab,Waxaan booqday meelo qadiimi ah.
Suaal,Waxaa ka mid ah wax yaabaha aad soo aragtay ee qadiimiga ah
Jawaab,Waxaan booqday Xaafuun oo ah magaalo qadiimi ah.
Suaal,"Kawaran cuntooyinka magaalada Boosaaso, ma shidan yihiin?"
Jawaab,Cuntooyinka magaalada boosaaso waa iska caadi oo ani aad ugama helin.
Suaal,Maxaa dhacay saaxiib maqaayado casri ah kuma yaalaan miyaa?
Jawaab,Walaal way qabaan maqaayado casri ah laakiin waa wada ajanabi oo cunto shisheeye ayaa laga sameeyaa.
Suaal,"Haa dhib malahan anigaba ma jecli cuntooyinka shisheeyaha, maxaa kale oo kusoo aragtay?"
Jawaab,Waxaan la kulmay dad kala duwan oo akhyaar ah.
Suaal,Qarash badan miyaa kaa baxay inta aad joogtay Boosaaso?
Jawaab,Maya walaal 200 doollar ah unbaa iga baxay.
Suaal,Imisa maalin ayaad soo joogtay Boosaaso?
Jawaab,Waxaan soo joogay laba usbuuc.
Suaal,Saaxiib ma taqaanaa meel loo daxiiso oo lamaanaha ku fiican in ay aaday?
Jawaab,Haa saaxiib waan aqaanaa waxaa ku fiican in la aado hargeysa.
Suaal,Saaxiib ma adiga aaday hargeysa dalxiis ahaan?
Jawaab,Haa saaxiib aniga iyo dumaashidaa ayaan aadnay labo sano kahor.
Suaal,"Maashaa Allaah, haye war iga sii waa sidee meesha dad kooda ma fiican yihiin?"
Jawaab,Haa walaal waa dad af adag laakiin qalbi fiican.
Suaal,Maxaa hargeysa kusoo aeagtay saaxiib inta aad joogtay hargeyso?
Jawaab,Waxaan la kulmay dad kala duwan masoo tirin karo.
Suaal,"Haa, horta hargeysa bad miyee leedahay saaxiib?"
Jawaab,Maya saaxiib waa magaalo bad la'aan ah.
Suaal,Haa marka maxaa dalxiis loo aadaa hargeysa?
Jawaab,"Saaxiib waxaa la booqda beeraha, buuraha iyo hoteelada magaalada."
Suaal,Marka saaxiib Qarash intee la'eg ayaa kaaga baxay?
Jawaab,Waxaa iiga baxday 1000 doollar in la'eg
Suaal,"Bisinka, waaba qaaliyee maxaa sidaas qaali oga dhigay in dalxiis loo aado hargeysa?"
Jawaab,Waxaa ka dhigay saaxiib waa xidhmo is wadata oo loogu tala galay lamaanaha.
Suaal,Marka xidhmada maxaa ku jira oo kala duwan?
Jawaab,Waxaa kamid ah tikidka diyaaradda iyo hoteelka jiifkiisa.
Suaal,Marka magaalada yaa itusi doona ani ma kala aqaan?
Jawaab,Taas haka welwelin waxaa joogan dad u shaqeeyo shirkadda Xidhamada bixisa oo kusoo tusi doona magaalada
Suaal,Marka imisa maalin ayaa la joogi doonaa hargeysa?
Jawaab,Xidhmada waa 3 usbuuc oo maalinta safarka ah aan ku jirin.
Suaal,Marka maxaa la iiga baahnaan doonaa inaan usoo qaato safarka? 
Jawaab,Waxaa lagaa rabaa warqad cadeenaysa in adiga iyo xaaskaaga aad is qabtaan.
Suaal,Oo maxaa laga rabaa warqadda cadeenaysa in aniga iyo xaaskayga aan isqabno?
Jawaab,Waxaa la diidaya marka hoteelka la tago in dad aan is qabin ay isla seexdaan qol jiif ah kaligood maadaama ay xaraan tahay.
Suaal,Haa wax kale oo la iga rabo  majiraan inta dalxiiska lagu jiro?
Jawaab,"Maya saaxiib wax kale oo lagaa rabo ma aqaan, mana ogi in ay wax kale soo kordhiyeen."
Suaal,Ma ii sheegi kartaa lambarka shirkadda bixisa xidhmada?
Jawaab,Haa waan ku siin karaa waxaa la dhahaa magacayda faras waan kuu soo diray ka fiirso fariinta taleefan kaaga.
Suaal,Saaxiib halkee xarunta faras ku taalaa si aan u booqdo?
Jawaab,Niyahoow hada waan daahsanahay ee waxaad wacdaa lambarkooda iyaga ayaa xarunta kuugu dhow kuu sheegi doonaan.
Suaal,"Haye walaal, hada halkee aadi rabtaa?"
Jawaab,Waxaan u socdaa daarasalaam
Suaal,Maxaa ka doonee xaafadda daarusalaam ?
Jawaab,Saaxiib xaafadda uma socdo waxaan usocdaa meesha beerta ah ee daarusalaan.
Suaal,Meel beer ah miyaa jirta maxaa ka doonee?
Jawaab,Waxaan u aadayaa dalxiis iyo baashaal aniga iyo caruurtayda haduu Alle idmo.
Suaal,"Haa waa si wanaagsan, beerta daarsalaan meel shidan miyaa?"
Jawaab,Haa saaxiib waa meel beela ah oo caruurta aad u jecel yihiin
Suaal,Maxaa yaala beerta daarasalaam?
Jawaab,"Waxaa yaalaan wax yaaba badan, waxaa yaalo wiifow, baabuurta caruurta iyo waxyaaba kale"
Suaal,Saaxiib ma leedahay meel sawiro lagu galo?
Jawaab,Haa waxee leedahay meel doog ah oo sawiro macaan lagu geli karo
Suaal,Saaxiib aniga Iphone ma haysto sawiro macaan see ugalaa?
Jawaab,Haka welwelin taas beerta daarasalaan waxaa joogaan kaamiriistayaal oo lacag yar sawiro macaan kaaga qaadaya.
Suaal,Saaxiib beerta daarsalaan qaali miyaa in la'aado oo lagu soo damaashaado?
Jawaab,Maya saaxiib waa raqiis oo qiima macquul ah weeye.
Suaal,Haa saaxiib caruurtayda ayaan rabaa inaan geeyo sidaan u jartaa tikidkooda?
Jawaab,Waxaad ka jaran kartaa App kooda adoo isticmaalaya?
Suaal,"Wallaahi dheh, waa si fiican waa niman horumarsan, hada saaxiib waa daahday iska sii bax ee goorma kulanaa?"
Jawaab,Waa inoo bari haduu Alle idmo.
Suaal,Walaashay sidee tahay?
Jawaab,Walaal fiican maxaa haysaa manta waad isoo xasuusatee.
Suaal,"Walaal khamiista ayaan rabaa inaan kusoo baashaal siiyo, halkee jeclaan lahaad inaan kuu kaxeeyo?"
Jawaab,Walaal wax aan keclahaan lahaa inaan aadno beerta Xamar.
Suaal,Haa meesha ma aqaan meel fiican miyaa?
Jawaab,Haa waa meel wanaagsan ciidii hore ayaa la furay oo waa casri.
Suaal,Haa mxee uga fiican tahay beerta daarasalaan aniga beerta daarasalaan ayaan aqaanaa.
Jawaab,Wax kale ugama fiicna wee ka dad yar tahay weena cusub tahay.
