jawaab,,"madax xanuunka waxaa sababa arimo fara badan waxaa kaw ka ah  hurdo yarida,gaaska,nasiino la'aanta iyo waxyaalo kale oo fara baddan"
suaal,, maxaa madaxa daawo u ah ?
jawaab,,waxaan kugu la talinaayaa inaad seexato hurdo kugu filan .
,,haye abaayo waa mahadsantahay
,,
suaal ,,Maryan see tahay baryahaan maku arkine intee aaday ? 
jawaab ,,"waan fiicanahay nasra , hargab daran ayaa i haayay."
suaal ,,abaayo hergab xun ayaa socdo  magaalada see ka noqotay ?
jawaab ,,"abaayo hada sidi hore waan ka fiicanahay waa ilaahay mahadii .laakiin kor xanuun , qandho iyo madax wareer ayaan ka bixi la ahay."
suaal ,,"abaayo illaahey haku caafiyo adigga iyo dhamaan kuwa la xanuunsan hargabka ,aniga waxaan kugu la talin lahaa inaa soo gadato calooley aad karsato kadibna maraqeeda aad cabto iyo sanjabiil iyo sidoo kale waxyaabaha kulul."
jawaab ,,haye abaayo waad ku mahadsantahay la talintaada
suaal ,,"Adigaa mudan abaayo ,hadaa xanuuno saaid ah miyaad taki kartaa goobaha caafimaad ee kugu dhaw ?"
jawaab ,,haye abaayo waad ku mahadsantahay latalintaada . 
suaal ,,waxaan rabay inaan kuu sheego Xaawo waxa ku dhacay ee makuu sheegaa ?.
jawaab ,,haa abaayo 
suaal ,,abaayo war kamahaayo beryahaan maan arkin
jawaab ,,maalmo badan ayay isbitaalka ku jirtay.
suaal ,,sidee loo qabtay abaayo?
jawaab ,,qaliin ayay gashay.
suaal ,,abaayo xagee laga qalay?
jawaab ,,waxaa laga qalay lugta.
suaal ,,abaayo maxaa uga dhacay lugta qaliinka kahor?
jawaab ,,abaayo jug ayaa ka gaartay wayna qarsatay .
suaal ,,haye ka dibne abaayo?
jawaab ,,abaayo jugta ayaa ku waynaatay dhaqtarki marka loo geeyay qaliin waaye ayuu dhahay
suaal ,, ilaahay ha caafiyo abaayo ee goormee aadnaa ?
jawaab ,,aamiin abaayo
jawaab ,,bari ayaan aadaynaa haduu alle idmo
nasra,,haye abaayo
suaal ,,Hadda Nasra ayaa aaday miyaa ?
jawaab ,,haa walal
suaal ,,"xaawo, seetahay abaayo caafimaadkaaga kawaran?"
jawaab ,,waan yara fiicanahay hada abaayo  
suaal ,,waan fiicnahay abaayo see dareemaysaa hadda ?
jawaab ,,sidii hore waan kafiicanahay waa illahey mahadiisa
suaal ,,"abaayo maxaa iiga qarisey arrintaan , aniggu waxaan kasoo maqlay iskuulka, moobilkana waad iga qaban weysey ?"
jawaab ,,"iga raali noqo, si lama filaan ah ayaan u xanuunsaday."
suaal ,,haye abaayo illahey haku caafiyo adiga iiwaran?
jawaab ,,waan fiicanahay anugu.
suaal ,,ilmihii caafimaadkooda kawaran ?
jawaab ,,waa roonyihiin walal.
suaal ,,"seetahay walaal beryahaan kumaan arkin, warka keen saaxib?"
jawaab ,,war beryhaan madax xanuun ayaan ka baxi waayay iyo wadno xanuun .
suaal ,,saaxib waxaan kugu talinaaya inaad aado dhakhtar cali oo ka imaadey hindiya oo ku takhasusay cuduro kala duwan sow ma samaynaysid ?
jawaab ,,haaa saabiix
suaal ,,xagee ku yaalaa ma taqaanaa ?
jawaab ,,waxa uu ku yaalaa banadir
suaal ,,magaciis hospitalka ?
jawaab ,,waxaa la dhahaa Digfeer
suaal ,,waqtigee ayuu imaadaa dhaqtarka?
jawaab ,,war dhaqtarka wuu jogaa ee hada ina keen anigga ayaa ku raacaayo oo aqaano meesha isbitaalka ku yaalo ee sow kuma raaco ?
suaal ,,Haa saaxib mahadsanid hadaa isa soo diyaarinaa haduu alle idmo ee sow ima sugaysid 
jawaab ,,maxamed sii bax numberka  dhaqso u jar sow ma qaban kartit ?
suaal ,,haa walal 
jawaab ,,Dhaqtarka aad aadayso waa kee ?
suaal ,,Dr Cali waxa uu ku  takhasusay wadnaha iyo wixi lamid ah
jawaab ,,"haa saaxib hooyadey ayaa lagu soo daweeyey, sannadkii saddex mar ayuu imaada ?"
suaal ,,"haa , haye saaxiib waxaan rajaynaa inuu illahey khayr inooga dhigo"
jawaab ,,"walaal ha welwalin adi, haduu alle idmo wuxuu na dhaho ayaan arkeenaaa"
suaal ,,waa runtaaa saaxiib 
jawaab ,,gaariga lacagtiisa tuur meesha waan imaannee
suaal ,,haye aboowe waan tuuray
jawaab ,,"waan imaanay , number soo jaro ani intaa kugu sugaa"
suaal ,,haye adi inta igu soo sug anigaa dhakhtarka toos u aadaayo
jawaab ,,waayahay ila soo hadal hadii wax dhacaan
suaal ,,maxamed wuu soo jartay hadda dhakhtarka ayuu lakulmey
jawaab ,,soo dhawoow   maxaa ka cabanaysaa
suaal ,,dhakhtar waxaan ka cabanaayaa wadno xanuun iyo kilyo xanuun
jawaab ,,haye waxaad ii sheegtaa goorta lagaa qabtey iyo inta maalin ku haysay
suaal ,,dhakhtar waxay i haysay isbuuc laakin waxaan dareemaayaa in  xanuunka igu batay xaga kilyaha.
jawaab ,,biyo badan ma cabtaa
suaal ,,maya dhakhtar
jawaab ,,wa inaad biyo badan cabtaa 
suaal ,,maxaa keena kelyo xanuunka ?
jawaab ,,"Kelyo xanuunku waxa uu ka mid yahay Xanuunnada sannadihii dambe sida weyn ugu soo badanaaya dunida, boqolkiiba 13.4 ka mid ah dadka adduunka ayaana qaba xanuunkan oo herarkiisu kala duwan yihiin.__"
suaal ,,waa maxay sababaha keena kelyo xanuunka?
jawaab ,,waxaa keeno sababo badan waxaana ka mid ah 
suaal ,,"Kaadida oo la ceshado, (Qofku in badan haysto)"
jawaab ,,Qofka oo aan iska dhammaystirin kaadida (kaadida oo aan ka faaruqin Kaadi haysta)
suaal ,,Caabuqa ku dhaca Kaadi Mareenka oo aan hore la isaga daaweyn
jawaab ,,"Isbeddelka midabka kaadida oo la dhayalsado. Waayo kaadida oo noqota midab kale, sida basali ama casaan, waa calaamad muujin karta kelyo xanuun"
suaal ,,Cunista badan ee hilibka
jawaab ,,Biyaha oo aan aad loo cabbin
suaal ,,Macaanka iyo dhiigkarka oo aan si sax ah loo xakamayn
jawaab ,,wadno xanuunka
suaal ,,sigaar dhuuqista.
jawaab ,,Miisaanka badan.
suaal ,, waayahay dhakhtar
jawaab ,,intee kale ayaa lagaaga  badan yahay
suaal ,,wadnaha 
jawaab ,,waxyalaha aad isticmaasho miyaa jirto sida sigaarka iyo wixi lamid
suaal ,,haa dhakhar sigaarka ayaan cabaa 
jawaab ,,sigaarka cabiska caafimaadka uma  fiicno  wadnaha iyo kilyaaga 
suaal ,,haye dhakhtar 
jawaab ,,waxaad aadaa qolka baarista si lagu baaro
suaal ,,hagaag dhakhtar waad igu ugtahay
jawaab ,,hada maxamed qolka baarista ayuu ku jiraa 
suaal ,,saddex maalin kadib usoo noqo baaristaada
jawaab ,,waayhay dhakhtar
suaal ,,saaxib dhakhtarka sidoo u ahaa muxuu ku dhahay
jawaab ,,dakhtarka wuu fiicnaa wuxu dhahay saddex maalin kadib ayaa inuu balan ah
suaal ,,waa hagaag hada inu keen aan aadno gurigeena
jawaab ,,sidee ugu dadaali karnaa nadaafadda?
suaal ,,"nadaafada waxaa ugu dadaali karnaa inaan jirkeena  nadiifino  ,afkeena nadiifino ,dharkeena nadiifino,caruurteena nadiifino,guryaheena nadiifino , ma jeclaan lahayd inaan kusii faahfaahiyo mowduucaan?"
jawaab ,, haa  waxaan rabaa inaan su'aalo kaa weydiiyo?
suaal ,,haye sahro soo dhawoow?
jawaab ,,  sidee jirkeena u nadiifinaa?
suaal ,,waxaan u nadiifin karnaa anagoo isticmaaleyno biyo nadiif ah  iyo saabuun kadibna xirana  dhar nadiif ah
jawaab ,,sidee ilkaheena u nadiifin karnaa?
suaal ,,waxaan  u nadiifin karnaa anagoo  isticmaaleyno caday iyo daawada ilkaha
jawaab ,,sidee dharkeena  u nadiifinkarnaa ?
suaal ,,waxaad u nadiifinkartaa adigoo ku dhaqaayo biyo iyo oomo iyo saabuun
jawaab ,,sidee guryaheen u nadiifinaa?
suaal ,,waxaan u isticmaali karnaa xaaqin  ama iskoobe ?
jawaab ,,waad mahadsantahay sida quruxda badan  ee aad uga jawaabtay su'aalaheyga.
suaal ,,waxaan ku gula  talin lahaa inaad nadaafada aad aad  ugu dadaashid?
jawaab ,,haye maryan mahadsanid.
suaal ,,waxaa kaloo ka taxadartaa dadka dariskaaga ah.
jawaab ,,
suaal ,,caliyoow maxuu gurigaaga wasaq u yahay ?
jawaab ,,xalay ilaa hada ma hagaajinin.
suaal ,,maxaad u hagaajin waysay?
jawaab ,,aad ayaan u mashquulay
suaal ,,areebo-nimadda waa laga fiican yahay caliyow
jawaab ,,haye
suaal ,,nadaafadda ku dadaal fadlan 
jawaab ,,waayahay abaayo mahadsanid
suaal ,,abaayo sidee tahay xaaladaada?
jawaab ,,abaayo waan ladanahaay 
suaal ,,gacmaha nabraha kasoo baxo maxaa keena ?
jawaab ,,"waxaa keena nadaafad xumada iyo caafimaad darro , waxaana kugula talinaayaa inaad ka taxadarto caafimaadkaaga adigoo gacmahaaga si fiican u dhaqaaya saabuunna ku dhaqaaya ."
suaal ,,sidee deegaanka nadaafadiisa loo ilaaliyaa?
jawaab ,,waa inaad u samaysaa wacyi galin bulshada aad meel isugu keenta una sheegtaa nadaafadda inay tahay shay aad muuhiim ugu ah  caruur iyo ciroole
suaal ,,sideen gurigayga u nadiifiyaa?
jawaab ,,"marka hore wa inaad gacmaha gacmo gashi kusoo xerataa afkana maro kusoo xerataa,kadibna soo qaado iskoobe si fiican u xaaq una tirtir sida ugu fiican ."
suaal ,,maxay muhiim u tahay inaan gacmaha gacmo gashi kuso xerto ?
jawaab ,,maxaa yeelay waxaa laga yaabaa jeermis inay keenaan .
suaal ,,maxay muhiim u tahay inaan afka maro ku xerto ?
jawaab ,,sanboorka ayuu kaa difaacayaa
suaal ,,mahadsanid walaal
jawaab ,,waan ku salaamay walaal 
suaal ,,waan kaa qaaday. xagee u socotaa?
jawaab ,,waxaan rabaa inaan suuqa gaaro
suaal ,,walaal waxan rabaa inaan wax kuu sheego ?
jawaab ,,iisheeg walaal
suaal ,,afkeyga waan cadeeya mar walba wuuna shiiraa maxaa sameeyaa?
jawaab ,,arintaas marar badan ayey dhacdaa dad badanna wayku dhacdaa 
suaal ,,maxaa sameeyaa marka?
jawaab ,,"waxaad soo iibsataa dawooyinka afka lagu nadiifiyo sida daawada ilkaha , daawada luqluqshada iyo wixii la mid ah ."
suaal ,,xagee ka heli karaa walaal?
jawaab ,,waxaad ka heli kartaa goobaha caafimaadka ama goobaha ganacsiga ee kuugu dhaw.
suaal ,,walaal ma isii  raaci kartaa?
jawaab ,,haa walaal waa caadi ina kaxeey.
suaal ,,mahadsanid walaal
suaal ,,waan ku salaamay dhaqtar?
jawaab ,,waan kaa qaaday walaal soo dhawoow
suaal ,,"waan dhawahay ,waxaan rabay daawooyinka afka loo isticmaalo?"
jawaab ,,waa diyaar walal
suaal ,,sideen u isticmaalaa?
jawaab ,,subixi iyo habeenkii daawada afka ku cadeey ka dibne waxaad ku luqluqataa daawadaan kale 
suaal ,,mahadsanid walaal 
jawaab ,,waxaan ku gula talin lahaa inaad ka fakarto caafimaadkaaga iyo nadaafaada ilkahaaga
suaal ,,haye dhaqtar.
jawaab ,,walal waad ku mahadsantahay raacitaankaaga ama wehlintaada 
suaal ,,waa isku leenahay walaal macaan.
suaal ,,haye ii waran see dareemaysaa?
jawaab ,,sidi hore aad baan uga fiicanahay 
suaal ,,daawadii si fiican ma u isticmaashay ?
jawaab ,,haa waan isticmaalay waana ku fiicnaaday 
suaal ,,ilaahay hakuu siyaadiyo caafimaadkaaga
jawaab ,,aamiin walaal.
jawaab ,,nabad galyo iyo naxariis kor kaaga ha ahaato
suaal ,,adigana sidoo kale
jawaab ,,maalmahaaga sidee kuu ahaayeen.?
suaal ,,"way ii qurux badnaayeen ,maxaad haysaa adiga"
jawaab ,,waan iska fiicanahay 
suaal ,,xagee aaday maalmahaan ?
jawaab ,,waan joogay lee 
suaal ,,maxaa la guu waayay maalmahaan?
jawaab ,,waan yara mashquulsanaa.
suaal ,,maxaa ku mashquulsanayd?
jawaab ,,wacyi galin maalmahaan socotay.
suaal ,,maxay ku saabsanayd wacyi galinta
jawaab ,,"waxay ku saabsanayd nadaafadda  waxaan usheegaynay bulshadeena nadaafaddu inay tahay mid aad muhiim ugu ah caafimaadkooda , diintooda"
suaal ,,waxaad samayseen wax fiican hore usocda 
jawaab ,,mahadsanid saaxiib
suaal ,,waan fiicanahay 
jawaab ,,sidee tahay adi?
suaal ,,waan fiicanahay 
jawaab ,,ishi ku xanuunaysay sidee kuu noqotay ?
suaal ,,way ii fiicnaatay ilaahay ayaa ku mahad leh
jawaab ,,ilamaha kawaran xaaladooda?
suaal ,,way fiican yihiin nabadooda waaye 
jawaab ,,hooyo see noqotay caafimaadkeeda kawaran
suaal ,,hooyo way wacantahay 
jawaab ,,abti siduu yahay
suaal ,,wuu ladan yahay 
jawaab ,,caasho seetahay abaayo waxaan maqley in cunugaaga gacanta ka jabay caafimaadkiisa kawaran?
suaal ,,abaayo wuu fiican yahay waa illahey mahadiisa  adiga xaaladadaada ka sheekee
jawaab ,,waan fiicanahay maalamahaan ilmaha iga yara xanuunsanaa
suaal ,,xagee laga qabtay 
jawaab ,,kaneeco laga soo sheegay
suaal ,,ilahay hakuu caafiyo
jawaab ,,aamiin 
